,จังหวัด,จำนวนสมาชิกสภาผู้แทนราษฎร,จำนวนเขตเลือกตั้ง,ท้องที่ที่ประกอบเป็นเขตเลือกตั้ง,ลำดับที่,เขตเลือกตั้งที่,interior,exterior,p_code,a_code
1005,กรุงเทพมหานคร,,,มีนบุรี,77,15,,,10,10
1006,กรุงเทพมหานคร,,,คันนายาว,77,15,,['รามอินทรา'],10,43
1007,กรุงเทพมหานคร,,,คลองสามวา,77,16,,,10,46
1008,กรุงเทพมหานคร,,,หนองจอก,77,17,,,10,03
1009,กรุงเทพมหานคร,,,ลาดกระบัง,77,18,,,10,11
1010,กรุงเทพมหานคร,,,สะพานสูง,77,19,,,10,44
1011,กรุงเทพมหานคร,,,ประเวศ,77,19,,"['หนองบอน', 'ดอกไม้']",10,32
1012,กรุงเทพมหานคร,,,สวนหลวง,77,20,,,10,34
1013,กรุงเทพมหานคร,,,ประเวศ,77,20,"['หนองบอน', 'ดอกไม้']",,10,32
1014,กรุงเทพมหานคร,,,บางนา,77,21,,,10,47
1015,กรุงเทพมหานคร,,,พระโขนง,77,21,,,10,09
1016,กรุงเทพมหานคร,,,คลองสาน,77,22,,,10,18
1017,กรุงเทพมหานคร,,,บางกอกใหญ่,77,22,,,10,16
1018,กรุงเทพมหานคร,,,ธนบุรี,77,22,,"['ดาวคะนอง', 'บุคคโล', 'สำเหร่']",10,15
1019,กรุงเทพมหานคร,,,จอมทอง,77,23,,,10,35
1020,กรุงเทพมหานคร,,,ธนบุรี,77,23,"['ดาวคะนอง', 'บุคคโล', 'สำเหร่']",,10,15
1021,กรุงเทพมหานคร,,,ราษฎร์บูรณะ,77,24,,,10,24
1022,กรุงเทพมหานคร,,,ทุ่งครุ,77,24,,,10,49
1023,กรุงเทพมหานคร,,,บางขุนเทียน,77,25,,,10,21
1024,กรุงเทพมหานคร,,,บางบอน,77,26,,,10,50
1025,กรุงเทพมหานคร,,,หนองแขม,77,26,['หนองแขม'],,10,23
1026,กรุงเทพมหานคร,,,ทวีวัฒนา,77,27,,,10,48
1027,กรุงเทพมหานคร,,,ตลิ่งชัน,77,27,"['ตลิ่งชัน', 'ฉิมพลี']",,10,19
1028,กรุงเทพมหานคร,,,หนองแขม,77,27,,['หนองแขม'],10,23
1029,กรุงเทพมหานคร,,,บางแค,77,28,,,10,40
1030,กรุงเทพมหานคร,,,ภาษีเจริญ,77,29,,,10,22
1031,กรุงเทพมหานคร,,,ตลิ่งชัน,77,29,,"['ตลิ่งชัน', 'ฉิมพลี']",10,19
1032,กรุงเทพมหานคร,,,บางพลัด,77,30,,,10,25
1033,กรุงเทพมหานคร,,,บางกอกน้อย,77,30,,,10,20
